"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","18910","16880","15980","15990","16580","15410",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2450","2900","3160","3330","3540","3860","4070","4130","3990","4100","4160","4160","3960","3760","3520","3500","3340","3100",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3440","3590","4320","3580","3590","3950","5270","6820","7880","8950","9850","9640","10490","11310","11960","12600","12630","12030","11260","10970","10510","9690","9050",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4830","4400","4730","4430","5560","4670","5440","5060","4810","5440","5620","5820",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1030","1100","1080",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","260","280","310","350","390","430","550","680","850","830","800","820","830","790","740","750","780","800",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","2280","2090","1820","990","920","860","890","850","760","700","730","790","980","1270","1540","1950","2590","3210","2840","2980","3110","3500","3800","3560","2650","2310","2380","2800","3370","3540",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","248.525565261679","246.196137648424","254.876667172487","278.643104282135","302.39162320331","321.134029113401","347.68247370029","423.84344407072","522.672214315283","613.649234371464","626.884818335649","650.622814862042","698.084391310506","810.192344862817","930.758205807351","984.427150490843","937.486091800879","856.018093322053","857.596160531347","876.432848117565","924.72965544241","1008.30880068869","1082.68539116481","1130.56188352322","1229.73979595639","1293.21488265153","1378.30663976114","1449.35315811454","1511.58391790868","1612.3924061486","1761.09449103449","1888.64875907049","1852.37515908599","1814.39055498822","1899.13513041259","1898.76433115956","1931.70617328383","2097.94957529284","2453.36809412822","2885.38710897901","3393.50902868674","4058.43645663091","4847.03098546712","5215.67836613678","5875.35964379681","6599.36591590373","7574.61820015991","8327.56385113229","8676.06982999493","8477.95938844536","8277.40735616932","8457.33517006256","9116.78684841473","9677.11207171368","9425.53004618163",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13330","15330","15790","15620","15440","15920","17270","17740","15830",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31270","32030","33670","35960","36710","37320","39770","43510","46190","47870","48500","48980","47740","48990","50580","52760","53930","55840","56740","57270","59460","63510","65910","",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1390","1670","2040","2300","2470","2600","2650","2350","2020","1800","1670",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2150","2200","2480","2710","2660","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6550","6390","6560","6800","6990","7400","7460","7340",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","360","410","430","450","500","580","630","720","840","980","1010","1250","1370","1540","1720","1880","1970","2080","2130","2380","2590","2660",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","940","840","800","900","930","980","890","990","1110","1240","1120","1150","1150","1210","1240","1330","1390","1450","1430","1430","1370","1230","1360","1590","1780","1990","2100","2460","2530","2600","2800","2830","3000","2970","2780","2750","2860","3110","3360","2780",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","480.392817579271","507.202038267708","543.393412727715","584.982605662143","627.437360292652","654.512843959708","702.545121765781","758.23634313989","799.813083927786","861.480475305638","970.115746044293","1172.94440327645","1373.34058033611","1540.06555767653","1619.11403150138","1716.5528178904","1926.71664209402","2279.21988970373","2611.90821977569","2715.73747541107","2585.98491140383","2452.44723389252","2495.3811847405","2576.15225542198","2845.69784609992","3320.79669912062","3920.0356754627","4064.64517700679","4215.3549769287","4349.44509663719","4664.72359471106","4746.73126028779","4941.61771003645","5240.47467899745","5494.9914550313","5541.25645028252","5306.56977347288","5312.40701071553","5498.25974554838","5475.86745535686","5432.84399775061","5830.29904126577","6643.67348808724","7359.9592060635","7854.05262906936","8371.66443447938","8963.11589203525","8994.71387462562","9425.68940212555","9913.07053885264","10506.6829765423","10886.1399684603","11007.6497472889","10672.3879777111","10414.6194805958","10492.251006787","11161.6137891755","11553.3853416222","",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","510","480","500","530","550","580","570","540","","","","","","","","","","","1520","1660","1990","2320","2560","2850","3060","3030","3240","3520","3660","3800","3820","3960","4110","4070","4030","4200","4070",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","2270","2470","2690","3070","3290","3420","3640","3780","3960","4020","4010","3970","3960","4340","4690","4440",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1200","1150","1070","940","","",
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3380","3510","3640","3660","3600","3230","3130","3070","2860","2670","2920","3720","4990","5630","5910","5980","5850","6190","6990","7570","7350","6760","6050","5470","5410","5750","6040","5410",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1440","1430","1190",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","420","630","920","1110","1210","1260","1280","1290","1390","1410","1200","1090",
